热浴温度/K	样品电阻/Ω	参考电阻/Ω
4.682439998	1454.82	1439.52
4.682160396	1454.85	1439.57
4.681042378	1454.91	1439.61
4.679959893	1455.03	1439.71
4.679192033	1455.14	1439.83
4.678633774	1455.05	1439.85
4.676715946	1455.21	1439.98
4.676019009	1455.4	1439.99
4.675217832	1455.41	1440
4.67431254	1455.52	1440.17
4.673477249	1455.51	1440.18
4.672711873	1455.59	1440.25
4.671251512	1455.62	1440.33
4.670695465	1455.79	1440.36
4.669688024	1455.85	1440.46
4.668819948	1455.88	1440.46
4.667917549	1455.93	1440.55
4.667188986	1455.96	1440.61
4.666426015	1456.12	1440.78
4.665074191	1456.12	1440.86
4.664589145	1456.23	1440.83
4.663688657	1456.22	1440.89
4.662719355	1456.28	1440.96
4.66181971	1456.39	1441.02
4.660885894	1456.52	1441.1
4.659676042	1456.5	1441.13
4.658846854	1456.63	1441.21
4.658259721	1456.64	1441.31
4.657016952	1456.75	1441.4
4.656016396	1456.88	1441.44
4.655395614	1456.9	1441.51
4.653810052	1457.01	1441.64
4.653224403	1457.04	1441.64
4.65246676	1457.06	1441.7
4.651124374	1457.16	1441.84
4.650333136	1457.17	1441.82
4.649576594	1457.23	1441.89
4.648717237	1457.31	1441.94
4.647720847	1457.33	1442.04
4.64720567	1457.36	1442.09
4.646175716	1457.52	1442.12
4.645249213	1457.62	1442.21
4.644494605	1457.63	1442.34
4.643843129	1457.72	1442.36
4.642438041	1457.8	1442.41
4.641889983	1457.82	1442.45
4.641342077	1457.94	1442.58
4.63987033	1458	1442.67
4.638639009	1458.02	1442.68
4.638262925	1458.1	1442.78
4.637203435	1458.21	1442.81
4.636383574	1458.28	1442.87
4.635495774	1458.33	1442.87
4.634233052	1458.43	1443.06
4.633243914	1458.5	1443.12
4.632459777	1458.57	1443.14
4.631130863	1458.62	1443.26
4.630619979	1458.67	1443.25
4.629700722	1458.66	1443.36
4.628713848	1458.8	1443.5
4.628033532	1458.86	1443.57
4.626911522	1458.9	1443.59
4.626265806	1458.99	1443.66
4.625484431	1458.98	1443.73
4.624669413	1459.09	1443.73
4.623786857	1459.09	1443.76
4.623006463	1459.11	1443.77
4.622531591	1459.18	1443.89
4.621582191	1459.36	1443.96
4.620057326	1459.49	1444.01
4.619413848	1459.51	1444.15
4.618432102	1459.56	1444.19
4.617383189	1459.57	1444.21
4.616808217	1459.67	1444.32
4.616098187	1459.75	1444.37
4.614577558	1459.88	1444.46
4.614003403	1459.98	1444.52
4.612923095	1460.09	1444.63
4.61184338	1460.12	1444.73
4.611303745	1460.07	1444.72
4.610764257	1460.19	1444.78
4.609045628	1460.25	1444.86
4.608473085	1460.38	1444.93
4.607631413	1460.41	1444.97
4.607126583	1460.41	1444.99
4.606218215	1460.5	1445.07
4.605511997	1460.56	1445.12
4.604369135	1460.57	1445.22
4.603797953	1460.71	1445.23
4.603159769	1460.78	1445.31
4.60235394	1460.79	1445.4
4.600978078	1460.88	1445.46
4.600374346	1460.96	1445.52
4.599569659	1460.97	1445.67
4.598765302	1461	1445.7
4.59806176	1461.09	1445.73
4.59722454	1461.2	1445.82
4.59652155	1461.24	1445.82
4.595618077	1461.28	1445.93
4.595082883	1461.32	1445.94
4.594213503	1461.4	1446
4.593010383	1461.37	1446.16
4.5924759	1461.55	1446.2
4.591574291	1461.61	1446.19
4.590239337	1461.76	1446.34
4.589372104	1461.81	1446.33
4.588438592	1461.85	1446.44
4.587672111	1461.92	1446.48
4.586939237	1461.95	1446.55
4.585807153	1462.02	1446.57
4.585174804	1462.04	1446.65
4.584376339	1462.13	1446.69
4.583711201	1462.25	1446.82
4.58297981	1462.26	1446.83
4.581916458	1462.26	1446.91
4.581252157	1462.24	1446.95
4.580388903	1462.38	1446.99
4.579094739	1462.53	1447.19
4.578564048	1462.64	1447.2
4.577768282	1462.59	1447.28
4.576707765	1462.69	1447.25
4.576045235	1462.76	1447.32
4.575283604	1462.81	1447.4
4.574058995	1462.94	1447.46
4.573364289	1462.92	1447.43
4.572669831	1462.95	1447.53
4.57105039	1463.04	1447.71
4.570620969	1463.11	1447.69
4.570026542	1463.17	1447.82
4.568772236	1463.23	1447.94
4.568145386	1463.34	1447.94
4.567353864	1463.33	1448.02
4.566397872	1463.52	1448.15
4.565508232	1463.61	1448.1
4.565112968	1463.59	1448.15
4.564223916	1463.71	1448.22
4.563269461	1463.83	1448.24
4.562414141	1463.87	1448.28
4.561756459	1463.83	1448.4
4.560901806	1463.94	1448.49
4.560146079	1463.96	1448.54
4.559193626	1464.04	1448.69
4.55824164	1464.14	1448.72
4.557290121	1464.15	1448.73
4.55656859	1464.28	1448.88
4.555748995	1464.33	1448.92
4.554798698	1464.33	1448.97
4.554012597	1464.37	1449.04
4.552703137	1464.52	1449.08
4.552114169	1464.55	1449.18
4.551394562	1464.62	1449.21
4.550348338	1464.71	1449.34
4.549433356	1464.79	1449.28
4.548747403	1464.82	1449.34
4.548159637	1464.82	1449.46
4.547245688	1464.91	1449.53
4.54656051	1465.06	1449.53
4.545908185	1465.07	1449.57
4.54525608	1465.14	1449.61
4.544343502	1465.12	1449.71
4.543724498	1465.14	1449.82
4.542617302	1465.21	1449.85
4.541705969	1465.33	1449.93
4.540957695	1465.36	1450.01
4.539852083	1465.48	1450.08
4.539137024	1465.57	1450.17
4.538292295	1465.57	1450.2
4.537577814	1465.67	1450.28
4.536798681	1465.74	1450.29
4.536376782	1465.88	1450.37
4.5349495	1465.89	1450.45
4.534106603	1465.92	1450.54
4.533426071	1465.98	1450.58
4.53238953	1466.16	1450.71
4.531741975	1466.26	1450.81
4.531062277	1466.28	1450.74
4.529671262	1466.25	1450.86
4.528766024	1466.25	1450.86
4.527796599	1466.31	1451.02
4.527376667	1466.38	1451.09
4.526795373	1466.52	1451.14
4.525762395	1466.53	1451.15
4.525020284	1466.62	1451.21
4.524407452	1466.64	1451.25
4.523633628	1466.69	1451.23
4.523085691	1466.77	1451.35
4.521925868	1466.93	1451.55
4.521056461	1467	1451.56
4.520444891	1466.97	1451.57
4.519286662	1467.07	1451.63
4.51861135	1467.04	1451.66
4.518193419	1467.07	1451.8
4.516843802	1467.29	1451.91
4.516297799	1467.33	1451.92
4.515463034	1467.42	1451.92
4.514339887	1467.47	1451.99
4.513666314	1467.47	1452.06
4.513121213	1467.58	1452.18
4.511935355	1467.68	1452.27
4.511038435	1467.66	1452.32
4.510334007	1467.74	1452.36
4.509949883	1467.83	1452.39
4.508797973	1467.86	1452.46
4.50847812	1467.92	1452.49
4.507806605	1467.95	1452.58
4.506751841	1467.98	1452.56
4.50608093	1468.13	1452.61
4.505090968	1468.1	1452.64
4.504324898	1468.28	1452.73
4.503718643	1468.31	1452.82
4.502889342	1468.36	1452.85
4.501805414	1468.42	1453
4.501136237	1468.54	1453.13
4.500276209	1468.42	1453.14
4.499257419	1468.63	1453.22
4.498748227	1468.75	1453.22
4.497984694	1468.8	1453.29
4.496935335	1468.83	1453.38
4.496681032	1468.79	1453.38
4.495823008	1468.92	1453.46
4.494266839	1468.99	1453.56
4.493663768	1469.08	1453.62
4.492997438	1469.15	1453.68
4.492236202	1469.17	1453.74
4.491633773	1469.26	1453.84
4.490873082	1469.31	1453.91
4.490049342	1469.33	1453.9
4.489257621	1469.43	1453.99
4.488719438	1469.4	1454.01
4.488023192	1469.49	1454.01
4.487010924	1469.59	1454.1
4.486252077	1469.6	1454.2
4.485430333	1469.71	1454.23
4.484545775	1469.72	1454.37
4.483598491	1469.84	1454.39
4.483251271	1469.99	1454.49
4.482209993	1469.9	1454.5
4.481547658	1470.03	1454.66
4.480759465	1470.03	1454.67
4.479562038	1470.1	1454.7
4.479121071	1470.13	1454.8
4.478554263	1470.28	1454.78
4.477547022	1470.3	1454.94
4.476540316	1470.36	1454.96
4.475754198	1470.48	1455.02
4.474748441	1470.51	1455.04
4.474057293	1470.58	1455.22
4.4735862	1470.65	1455.23
4.472958257	1470.8	1455.25
4.472110865	1470.78	1455.3
4.471201124	1470.81	1455.4
4.47091888	1470.88	1455.47
4.469853002	1470.94	1455.47
4.469320287	1470.94	1455.56
4.468255308	1471.09	1455.57
4.467472617	1471.16	1455.67
4.466940572	1471.18	1455.68
4.466377392	1471.22	1455.78
4.465063959	1471.33	1455.8
4.464470086	1471.4	1455.79
4.463845158	1471.48	1455.88
4.46275203	1471.45	1456.05
4.462065244	1471.49	1456.09
4.461097924	1471.55	1456.14
4.460567668	1471.76	1456.29
4.4598505	1471.76	1456.36
4.459133604	1471.8	1456.37
4.457762908	1471.86	1456.38
4.457295853	1471.9	1456.45
4.456735538	1471.87	1456.51
4.455739835	1471.96	1456.56
4.45524218	1472.08	1456.58
4.454682475	1472.19	1456.76
4.45393646	1472.26	1456.76
4.453066481	1472.26	1456.76
4.452600587	1472.34	1456.86
4.451824351	1472.37	1456.86
4.450676108	1472.43	1457.01
4.450117756	1472.41	1457.08
4.449342542	1472.49	1457.11
4.448536657	1472.57	1457.18
4.447916981	1472.64	1457.19
4.447204604	1472.65	1457.3
4.446028225	1472.83	1457.3
4.445409373	1472.88	1457.35
4.445069091	1472.9	1457.42
4.444110445	1472.96	1457.56
4.443275894	1473.04	1457.65
4.442287275	1473.16	1457.64
4.441360917	1473.24	1457.76
4.440897908	1473.27	1457.76
4.440527584	1473.37	1457.88
4.439540409	1473.39	1457.92
4.438923687	1473.4	1457.95
4.437968169	1473.42	1458.03
4.43725955	1473.46	1458.01
4.436643577	1473.53	1458.13
4.435689218	1473.69	1458.12
4.435350691	1473.66	1458.19
4.434396989	1473.75	1458.3
4.433935694	1473.78	1458.31
4.433044179	1473.83	1458.42
4.431999493	1474.01	1458.51
4.431661631	1474.05	1458.59
4.430924689	1474.14	1458.57
4.429727775	1474.08	1458.62
4.42914494	1474.12	1458.72
4.428531626	1474.14	1458.72
4.427765265	1474.32	1458.87
4.42718304	1474.35	1458.95
4.426355979	1474.34	1458.94
4.425284406	1474.47	1459
4.424519373	1474.49	1459.04
4.423754651	1474.62	1459.1
4.423081955	1474.62	1459.18
4.422348381	1474.62	1459.18
4.42167619	1474.78	1459.27
4.420821024	1474.77	1459.38
4.420302007	1474.95	1459.37
4.41984417	1474.9	1459.41
4.419264405	1474.96	1459.41
4.41862382	1474.98	1459.53
4.417770049	1475.06	1459.52
4.416703384	1475.07	1459.59
4.416063677	1475.14	1459.75
4.415637328	1475.22	1459.73
4.414876231	1475.3	1459.84
4.41368954	1475.32	1459.97
4.413263733	1475.38	1460.01
4.412716408	1475.45	1460.01
4.411713398	1475.44	1460.07
4.411136151	1475.59	1460.12
4.410437618	1475.66	1460.16
4.409284093	1475.71	1460.3
4.408828951	1475.81	1460.34
4.407979649	1475.89	1460.37
4.407130735	1475.86	1460.45
4.406312505	1475.97	1460.46
4.406009548	1476.06	1460.56
4.405434065	1476.03	1460.61
4.40461658	1476.12	1460.62
4.403950747	1476.18	1460.72
4.403406151	1476.25	1460.76
4.402559319	1476.26	1460.77
4.402015131	1476.35	1460.81
4.401168931	1476.39	1460.9
4.400323117	1476.42	1461.01
4.399839967	1476.55	1461.04
4.399024937	1476.53	1461.04
4.398421441	1476.57	1461.19
4.397637189	1476.72	1461.17
4.397003996	1476.81	1461.19
4.39649157	1476.86	1461.28
4.395437019	1476.86	1461.34
4.394654026	1476.88	1461.37
4.393750983	1477.04	1461.44
4.392968701	1477.05	1461.55
4.392457387	1477.12	1461.65
4.391465239	1477.21	1461.69
4.391074539	1477.26	1461.76
4.390443581	1477.31	1461.87
4.389782807	1477.41	1461.92
4.38912227	1477.37	1461.95
4.388491976	1477.5	1461.98
4.3878019	1477.56	1462.1
4.387112081	1477.57	1462.05
4.386572402	1477.67	1462.16
4.385763178	1477.73	1462.12
4.38498426	1477.68	1462.21
4.384085914	1477.77	1462.24
4.383337627	1477.85	1462.33
4.382828963	1477.96	1462.42
4.382140995	1477.95	1462.42
4.381483177	1478.04	1462.49
4.380735941	1478.07	1462.55
4.380018879	1478.07	1462.67
4.379451401	1478.25	1462.7
4.378704986	1478.28	1462.86
4.37801855	1478.26	1462.88
4.377183232	1478.38	1462.92
4.376586809	1478.46	1463.01
4.375871354	1478.54	1463.02
4.375156176	1478.55	1463.08
4.374232815	1478.59	1463.16
4.373637344	1478.69	1463.1
4.372714742	1478.69	1463.16
4.372000787	1478.78	1463.26
4.371257377	1478.74	1463.35
4.370573704	1478.85	1463.3
4.369712044	1478.96	1463.46
4.369028944	1478.99	1463.54
4.368257049	1479.11	1463.57
4.367663504	1479.17	1463.66
4.367277802	1479.21	1463.71
4.366773544	1479.21	1463.66
4.365646879	1479.38	1463.84
4.365320867	1479.42	1463.87
4.36460977	1479.42	1463.93
4.363780504	1479.48	1463.93
4.362951611	1479.62	1464
4.362418949	1479.61	1463.96
4.361206238	1479.6	1464.15
4.360585403	1479.69	1464.2
4.360023875	1479.74	1464.16
4.358989931	1479.78	1464.32
4.358517465	1479.84	1464.34
4.358104156	1479.9	1464.41
4.357012289	1479.93	1464.48
4.356481344	1479.97	1464.59
4.355891586	1480.04	1464.57
4.355243071	1480.12	1464.59
4.354683174	1480.2	1464.61
4.354035085	1480.24	1464.73
4.353357782	1480.21	1464.76
4.353210576	1480.34	1464.88
4.352504148	1480.37	1464.94
4.352033348	1480.54	1464.98
4.350827473	1480.53	1465
4.350474684	1480.56	1464.98
4.34976931	1480.62	1465.08
4.348535557	1480.78	1465.24
4.348300651	1480.76	1465.26
4.347596112	1480.81	1465.24
4.346745157	1480.88	1465.34
4.346246504	1480.89	1465.42
4.345484122	1480.96	1465.47
4.344575542	1481.09	1465.54
4.344165364	1481.18	1465.53
4.343550269	1481.1	1465.55
4.34293538	1481.21	1465.59
4.342145113	1481.26	1465.68
4.341559949	1481.35	1465.77
4.340916486	1481.3	1465.82
4.340360949	1481.36	1465.91
4.339747132	1481.39	1465.93
4.339250383	1481.42	1466.05
4.33854932	1481.57	1466.1
4.3380237	1481.55	1466.11
4.337206368	1481.64	1466.17
4.336418573	1481.71	1466.24
4.335981056	1481.84	1466.22
4.3353104	1481.85	1466.26
4.334232036	1481.88	1466.33
4.333940695	1481.96	1466.43
4.333154308	1481.98	1466.46
4.332426474	1482.03	1466.57
4.331931713	1482.13	1466.6
4.331233454	1482.12	1466.57
4.330273786	1482.2	1466.77
4.3295471	1482.21	1466.7
4.329082173	1482.29	1466.76
4.328268837	1482.39	1466.78
4.327746169	1482.37	1466.88
4.327310728	1482.51	1466.94
4.326846371	1482.53	1466.96
4.325831004	1482.5	1467.07
4.32513508	1482.69	1467.07
4.324671278	1482.66	1467.17
4.324120666	1482.72	1467.2
4.323744028	1482.71	1467.24
4.323193697	1482.77	1467.29
4.322296146	1482.86	1467.39
4.321746253	1482.95	1467.42
4.321167598	1482.98	1467.48
4.320213219	1483.11	1467.48
4.31969286	1483.09	1467.59
4.31917265	1483.17	1467.53
4.318219318	1483.19	1467.69
4.317584041	1483.23	1467.74
4.317064434	1483.33	1467.77
4.316256453	1483.41	1467.91
4.31593913	1483.47	1467.89
4.315218147	1483.5	1467.9
4.314353346	1483.57	1468.01
4.313834663	1483.63	1468.07
4.313114516	1483.7	1468.16
4.312624979	1483.67	1468.2
4.312135574	1483.7	1468.17
4.311588749	1483.77	1468.2
4.311042088	1483.84	1468.3
4.310466834	1483.9	1468.31
4.309863013	1483.93	1468.35
4.309086968	1483.88	1468.42
4.308081478	1483.98	1468.56
4.307708153	1484.03	1468.61
4.307133956	1484.07	1468.59
4.306531245	1484.18	1468.72
4.305727942	1484.25	1468.64
4.305383779	1484.28	1468.69
4.30429436	1484.45	1468.77
4.3038072	1484.45	1468.85
4.303320172	1484.48	1468.95
4.30246103	1484.5	1469.03
4.302146113	1484.57	1468.99
4.301344755	1484.73	1469.05
4.300743969	1484.7	1469.1
4.300086195	1484.74	1469.15
4.299628754	1484.83	1469.21
4.298771364	1484.84	1469.26
4.298257125	1484.9	1469.34
4.29794294	1484.97	1469.33
4.297457489	1484.97	1469.37
4.296601129	1484.98	1469.43
4.296087508	1484.97	1469.48
4.295374387	1485.05	1469.59
4.294747074	1485.15	1469.57
4.294005985	1485.17	1469.64
4.293635555	1485.32	1469.73
4.292724051	1485.35	1469.81
4.292382355	1485.35	1469.79
4.291784544	1485.38	1469.87
4.291186931	1485.5	1469.95
4.290447303	1485.52	1470
4.289622692	1485.57	1470.06
4.288855289	1485.67	1470.12
4.288599561	1485.67	1470.21
4.287974601	1485.71	1470.21
4.287122731	1485.75	1470.28
4.286583422	1485.86	1470.38
4.285959161	1485.97	1470.39
4.285108244	1486	1470.45
4.28454119	1485.98	1470.52
4.284314418	1486.03	1470.54
4.283549275	1486.11	1470.58
4.282897742	1486.14	1470.63
4.282416327	1486.25	1470.74
4.28193504	1486.26	1470.66
4.281510482	1486.26	1470.79
4.281086024	1486.33	1470.84
4.280378818	1486.41	1470.92
4.279332662	1486.45	1470.86
4.279050022	1486.45	1470.88
4.278541382	1486.59	1470.95
4.277693968	1486.63	1470.99
4.277242178	1486.69	1471.15
4.276790501	1486.73	1471.23
4.275859276	1486.8	1471.25
4.275154124	1486.9	1471.33
4.274702972	1486.93	1471.32
4.273857368	1486.99	1471.37
4.273801009	1487.01	1471.41
4.273181172	1487.09	1471.42
4.272308129	1487.17	1471.54
4.271632517	1487.13	1471.55
4.270957159	1487.17	1471.62
4.270085198	1487.2	1471.78
4.269691549	1487.3	1471.78
4.269185555	1487.34	1471.86
4.268651605	1487.4	1471.82
4.268202087	1487.47	1471.86
4.267612265	1487.4	1471.83
4.267219159	1487.54	1471.96
4.266601594	1487.57	1472
4.26587202	1487.65	1472.01
4.265282966	1487.68	1472.08
4.264666069	1487.73	1472.13
4.264189521	1487.76	1472.11
4.26368508	1487.76	1472.31
4.262928685	1487.8	1472.32
4.262536606	1487.9	1472.4
4.261920656	1487.92	1472.43
4.260885218	1488.02	1472.35
4.260521558	1488.07	1472.52
4.260074078	1488.07	1472.6
4.259207404	1488.2	1472.61
4.25873231	1488.23	1472.73
4.258089736	1488.3	1472.68
4.257754572	1488.25	1472.73
4.257335706	1488.41	1472.78
4.257000683	1488.44	1472.81
4.256302922	1488.56	1472.86
4.255605433	1488.53	1472.93
4.255047638	1488.51	1472.98
4.254713045	1488.62	1473.03
4.254071917	1488.6	1473.1
4.253236009	1488.65	1473.17
4.252734652	1488.65	1473.22
4.252122074	1488.74	1473.25
4.251454048	1488.75	1473.24
4.250981014	1488.82	1473.31
4.250063129	1488.89	1473.42
4.249757273	1488.99	1473.42
4.24906234	1489.09	1473.44
4.24858994	1489.05	1473.55
4.247923237	1489.07	1473.53
4.247284547	1489.18	1473.65
4.246868133	1489.18	1473.61
4.246396315	1489.32	1473.73
4.245813654	1489.36	1473.82
4.245120259	1489.5	1473.85
4.244399415	1489.48	1473.82
4.244011389	1489.4	1473.87
4.243484918	1489.45	1473.97
4.242958602	1489.57	1473.99
4.242570891	1489.67	1474.01
4.242155579	1489.68	1474.08
4.241574306	1489.79	1474.14
4.240993223	1489.85	1474.2
4.240467645	1489.76	1474.19
4.239693392	1489.83	1474.33
4.239195836	1489.98	1474.28
4.23869842	1489.91	1474.32
4.238007795	1489.98	1474.36
4.237593549	1490.06	1474.44
4.237207006	1490.09	1474.46
4.236268611	1490.16	1474.58
4.236047884	1490.23	1474.72
4.23535829	1490.24	1474.73
4.234338182	1490.29	1474.78
4.234090136	1490.34	1474.8
4.2336217	1490.4	1474.79
4.2326852	1490.48	1474.91
4.23210702	1490.48	1474.95
4.231721671	1490.56	1475.03
4.231226347	1490.61	1475.07
4.230648643	1490.66	1475.02
4.230263611	1490.67	1475.08
4.229878664	1490.71	1475.18
4.229521287	1490.77	1475.24
4.228916661	1490.77	1475.21
4.228367179	1490.82	1475.3
4.227653108	1490.86	1475.27
4.227213823	1490.93	1475.42
4.226609984	1490.99	1475.41
4.226088652	1491.06	1475.52
4.2253755	1491.11	1475.57
4.224717461	1491.11	1475.53
4.224251498	1491.14	1475.6
4.223621273	1491.23	1475.7
4.223265159	1491.33	1475.74
4.222443629	1491.46	1475.73
4.221978265	1491.45	1475.83
4.221649847	1491.49	1475.9
4.220774363	1491.47	1475.86
4.220309439	1491.58	1475.95
4.220063352	1491.56	1475.94
4.219379957	1491.62	1476.04
4.219052022	1491.69	1476.08
4.218423649	1491.74	1476.15
4.217932035	1491.81	1476.17
4.217440558	1491.85	1476.25
4.217003804	1491.86	1476.22
4.216539872	1491.93	1476.34
4.215885116	1491.85	1476.37
4.215203338	1491.91	1476.42
4.214821657	1492.02	1476.49
4.214031295	1492.09	1476.55
4.213786082	1492.12	1476.53
4.213105115	1492.16	1476.6
4.212288301	1492.25	1476.58
4.211689545	1492.34	1476.68
4.211417451	1492.24	1476.74
4.210818991	1492.41	1476.85
4.210438258	1492.39	1476.84
4.210193545	1492.43	1476.84
4.209052	1492.51	1476.86
4.208535831	1492.58	1476.95
4.208264223	1492.58	1477.05
4.207693983	1492.6	1477.14
4.207096788	1492.62	1477.11
4.20677113	1492.72	1477.11
4.206472664	1492.73	1477.21
4.205794519	1492.83	1477.22
4.205197968	1492.92	1477.24
4.204791345	1492.94	1477.31
4.204195134	1492.96	1477.39
4.203680388	1492.92	1477.32
4.203192872	1493.12	1477.48
4.202705492	1493.08	1477.52
4.202164117	1493.18	1477.48
4.201622909	1493.18	1477.59
4.201135964	1493.17	1477.63
4.200513953	1493.24	1477.7
4.199919192	1493.29	1477.75
4.199378676	1493.31	1477.84
4.198919367	1493.4	1477.91
4.198379158	1493.42	1477.84
4.197542163	1493.47	1477.92
4.197434193	1493.58	1477.99
4.196732548	1493.62	1478.01
4.195923306	1493.74	1478.09
4.195491864	1493.68	1478.13
4.195222266	1493.67	1478.16
4.194844899	1493.74	1478.18
4.194305943	1493.86	1478.18
4.193632482	1493.89	1478.23
4.193201603	1493.82	1478.33
4.192878513	1493.9	1478.42
4.192313249	1493.96	1478.46
4.191963416	1494.01	1478.47
4.190968117	1494.18	1478.57
4.19099501	1494.08	1478.54
4.190295938	1494.11	1478.5
4.189785255	1494.07	1478.62
4.189489664	1494.25	1478.64
4.188844913	1494.33	1478.62
4.188254099	1494.26	1478.76
4.187475604	1494.42	1478.86
4.186912082	1494.43	1478.84
4.186348742	1494.52	1479
4.18583921	1494.53	1478.94
4.185651525	1494.63	1479.02
4.184793793	1494.65	1478.97
4.184365085	1494.65	1479.09
4.183936483	1494.72	1479.16
4.183374101	1494.79	1479.19
4.182945741	1494.73	1479.23
4.182383678	1494.87	1479.23
4.181741542	1494.87	1479.27
4.181367072	1494.9	1479.29
4.181099643	1494.96	1479.33
4.180752045	1495.01	1479.44
4.180163962	1495.04	1479.48
4.179709669	1495.12	1479.52
4.178988389	1495.12	1479.57
4.178507701	1495.17	1479.53
4.178053839	1495.24	1479.62
4.177893681	1495.23	1479.65
4.177013074	1495.44	1479.65
4.176479589	1495.41	1479.77
4.175866283	1495.47	1479.86
4.175359801	1495.41	1479.8
4.175066643	1495.43	1479.82
4.174773533	1495.46	1479.81
4.174001027	1495.57	1480.03
4.173628215	1495.61	1480.01
4.173149003	1495.68	1480.05
4.172643311	1495.77	1480.11
4.17221758	1495.76	1480.23
4.171525987	1495.75	1480.25
4.171206884	1495.9	1480.3
4.170568852	1495.83	1480.29
4.170223349	1495.87	1480.37
4.169824777	1495.93	1480.38
4.169373172	1495.99	1480.38
4.16881547	1495.96	1480.45
4.168311036	1495.98	1480.51
4.167700601	1496.02	1480.53
4.167488326	1496.09	1480.56
4.167010802	1496.2	1480.6
4.16642734	1496.29	1480.62
4.166056148	1496.29	1480.72
4.165473006	1496.39	1480.81
4.164996036	1496.37	1480.8
4.164545684	1496.39	1480.85
4.164016008	1496.43	1480.87
4.163221796	1496.6	1480.94
4.162639606	1496.59	1481.01
4.162242769	1496.59	1481.01
4.161660907	1496.73	1481.06
4.161449369	1496.68	1481.04
4.160867772	1496.69	1481.1
4.160233526	1496.69	1481.21
4.159916489	1496.73	1481.27
4.159361815	1496.86	1481.27
4.158780918	1496.92	1481.33
4.158411357	1497.03	1481.44
4.15772524	1497.05	1481.39
4.157435041	1497.02	1481.44
4.157065768	1497.09	1481.43
4.156722941	1497.11	1481.5
4.156485639	1497.11	1481.56
4.155773929	1497.09	1481.56
4.155431359	1497.22	1481.66
4.155009826	1497.28	1481.65
4.154351386	1497.34	1481.71
4.153824815	1497.39	1481.78
4.153561589	1497.38	1481.77
4.15282477	1497.48	1481.82
4.152482782	1497.62	1481.84
4.15203567	1497.57	1481.92
4.151483513	1497.54	1482.02
4.15114179	1497.59	1481.98
4.150563644	1497.65	1481.99
4.150327185	1497.73	1482.11
4.149749311	1497.77	1482.14
4.149224138	1497.8	1482.17
4.148856612	1497.86	1482.21
4.148594141	1497.86	1482.3
4.14806932	1497.93	1482.29
4.147702039	1497.95	1482.33
4.146967712	1497.95	1482.41
4.146810397	1498.01	1482.4
4.146207489	1497.99	1482.41
4.14560479	1498.17	1482.57
4.145369009	1498.13	1482.59
4.144897544	1498.15	1482.63
4.144321482	1498.23	1482.63
4.14382413	1498.22	1482.71
4.143457751	1498.36	1482.7
4.142829854	1498.4	1482.76
4.142306781	1498.36	1482.84
4.141783867	1498.46	1482.8
4.141287245	1498.5	1482.88
4.140790766	1498.51	1482.95
4.14029443	1498.52	1482.99
4.140007143	1498.66	1483.01
4.139563249	1498.6	1483.04
4.139041166	1498.63	1483.08
4.138336604	1498.64	1483.13
4.138049643	1498.72	1483.14
4.137580174	1498.84	1483.18
4.136902278	1498.85	1483.26
4.136537367	1498.87	1483.29
4.13606831	1498.96	1483.37
4.135391008	1499.04	1483.39
4.135078497	1499.04	1483.42
4.134818115	1499.1	1483.46
4.134063229	1499.11	1483.53
4.133907087	1499.22	1483.55
4.133490777	1499.14	1483.62
4.132710469	1499.23	1483.64
4.132372445	1499.2	1483.71
4.132034487	1499.3	1483.66
4.131306804	1499.31	1483.76
4.131021013	1499.43	1483.84
4.130605402	1499.47	1483.78
4.129826401	1499.42	1483.91
4.129411078	1499.45	1483.91
4.129073703	1499.53	1483.94
4.128918013	1499.59	1484.01
4.128347272	1499.7	1484.14
4.128010105	1499.76	1484.12
4.127439666	1499.8	1484.14
4.126921249	1499.84	1484.18
4.12673984	1499.78	1484.2
4.126402988	1499.82	1484.2
4.125833083	1499.9	1484.2
4.125392831	1499.92	1484.2
4.124978579	1499.85	1484.31
4.124357388	1500.08	1484.42
4.123839902	1500.03	1484.46
4.123607083	1500.01	1484.5
4.122857107	1500.14	1484.5
4.122650274	1500.15	1484.47
4.122159147	1500.19	1484.62
4.121616486	1500.26	1484.66
4.121409803	1500.3	1484.7
4.121099826	1500.3	1484.7
4.120376763	1500.27	1484.8
4.119834666	1500.34	1484.84
4.119499168	1500.4	1484.91
4.119163736	1500.5	1484.89
4.118828369	1500.53	1484.91
4.118364124	1500.44	1484.91
4.11808048	1500.56	1484.96
4.117822663	1500.65	1485
4.117281374	1500.68	1485.14
4.116791783	1500.68	1485.12
4.116070537	1500.7	1485.16
4.115735776	1500.81	1485.2
4.115272368	1500.79	1485.18
4.114731885	1500.93	1485.29
4.114809086	1501.01	1485.22
4.114294476	1501.08	1485.33
4.113419993	1501	1485.37
4.113240008	1501.01	1485.44
4.11285439	1501.02	1485.41
4.11231467	1501.14	1485.55
4.112032028	1501.18	1485.51
4.111595309	1501.12	1485.58
4.110773552	1501.27	1485.63
4.110465495	1501.27	1485.64
4.109849548	1501.41	1485.63
4.10977257	1501.4	1485.73
4.108900398	1501.41	1485.72
4.108746532	1501.36	1485.82
4.108387564	1501.52	1485.8
4.107746737	1501.47	1485.81
4.107618601	1501.45	1485.88
4.107029297	1501.57	1485.93
4.106440197	1501.64	1485.99
4.106517025	1501.67	1486.04
4.105569726	1501.67	1486.04
4.105364973	1501.71	1486.1
